Date,Open,High,Low,Close,Volume,Company,Ticker
2023-01-02,2932.3893356780377,2937.649919541841,2909.1891553518903,2932.7939453125,709547,TCS,TCS.NS
2023-01-03,2924.296135819554,2985.4437794959777,2918.2713383650357,2977.66552734375,1245178,TCS,TCS.NS
2023-01-04,2973.4839774740417,2992.05320982366,2955.049761355759,2980.6328125,1231668,TCS,TCS.NS
2023-01-05,2994.6160814211885,3001.00070304536,2951.228228425236,2977.44091796875,1826057,TCS,TCS.NS
2023-01-06,2967.4592187363287,2968.8530692467866,2877.5362121079547,2887.92236328125,2488376,TCS,TCS.NS
2023-01-09,2903.613754663653,2991.7382972331907,2896.5547111423953,2985.398681640625,2885060,TCS,TCS.NS
2023-01-10,2953.970657956924,2965.6606483841506,2904.6030169681453,2955.2294921875,3864655,TCS,TCS.NS
2023-01-11,2958.556940867891,3011.9711192058594,2941.5163554119845,2993.26708984375,2720512,TCS,TCS.NS
2023-01-12,2993.5369316546853,3012.4207633052556,2981.442331005253,2998.347900390625,2250391,TCS,TCS.NS
2023-01-13,3006.0360632064353,3038.4983560091237,2971.9553319355296,3034.496826171875,1742837,TCS,TCS.NS
2023-01-16,3050.544925777311,3083.6530407390187,3033.1172268351675,3066.225341796875,1843607,TCS,TCS.NS
2023-01-17,3062.501243322157,3110.140196457376,3054.2242129347997,3107.01318359375,1688475,TCS,TCS.NS
2023-01-18,3108.48469619976,3135.1090986179565,3101.357253479184,3117.681396484375,2421189,TCS,TCS.NS
2023-01-19,3108.4843044601644,3114.9219938480996,3091.0105761214827,3102.138671875,1585044,TCS,TCS.NS
2023-01-20,3094.6896660665084,3121.9577927776777,3086.044857553808,3092.9423828125,1529349,TCS,TCS.NS
2023-01-23,3115.841536579629,3144.3513027053577,3086.044322440379,3140.58056640625,1067916,TCS,TCS.NS
2023-01-24,3149.8689173102684,3174.653972352405,3142.7875050880507,3160.26123046875,1387863,TCS,TCS.NS
2023-01-25,3150.145550703775,3159.066304386822,3131.4762056585528,3154.238037109375,874110,TCS,TCS.NS
2023-01-27,3150.789059081809,3169.1824569748724,3110.599529591221,3137.0400390625,1785879,TCS,TCS.NS
2023-01-30,3145.2715449050534,3180.632813128412,3113.5889568511743,3157.824951171875,1953798,TCS,TCS.NS
2023-01-31,3171.941500962948,3171.941500962948,3081.8138503122173,3088.895263671875,2820375,TCS,TCS.NS
2023-02-01,3092.8500073277646,3144.351523952907,3085.492647809887,3134.55712890625,2205161,TCS,TCS.NS
2023-02-02,3151.7091367465514,3190.3352773194592,3145.3635034639556,3182.426025390625,1813847,TCS,TCS.NS
2023-02-03,3222.523443017251,3222.523443017251,3175.5282196617327,3202.566650390625,1804469,TCS,TCS.NS
2023-02-06,3194.1515611886443,3194.1515611886443,3160.7677220012893,3182.011962890625,1138714,TCS,TCS.NS
2023-02-07,3190.242679677012,3212.4068130598766,3183.3451557440176,3193.599609375,1455647,TCS,TCS.NS
2023-02-08,3198.658155467108,3255.5396078857866,3198.658155467108,3237.330322265625,1986946,TCS,TCS.NS
2023-02-09,3232.6400151634225,3262.621346651852,3223.719261165319,3256.41357421875,1655427,TCS,TCS.NS
2023-02-10,3237.238165731009,3257.7928785550507,3226.339987208153,3253.37841796875,1187821,TCS,TCS.NS
2023-02-13,3263.9088027055695,3263.9088027055695,3194.3816614754664,3202.65869140625,1087939,TCS,TCS.NS
2023-02-14,3223.443549326505,3241.6990897668875,3214.2468487578135,3218.937255859375,1579818,TCS,TCS.NS
2023-02-15,3206.889133323468,3242.756261571135,3182.1959052183624,3237.8359375,1429449,TCS,TCS.NS
2023-02-16,3243.8600238904237,3287.8202954032563,3243.6761347936463,3272.23193359375,1618931,TCS,TCS.NS
2023-02-17,3242.894092415164,3254.6198842343974,3209.648113656855,3219.90234375,1061369,TCS,TCS.NS
2023-02-20,3220.6841423269884,3239.0775411980735,3195.8990822539604,3207.1650390625,1296082,TCS,TCS.NS
2023-02-21,3213.326813814157,3227.029806293947,3168.0330686566454,3173.781005859375,1139541,TCS,TCS.NS
2023-02-22,3140.626954722956,3170.102422501116,3122.279583519376,3128.303466796875,1218430,TCS,TCS.NS
2023-02-23,3146.190914704899,3175.068461467988,3134.2352052950296,3139.5693359375,1441570,TCS,TCS.NS
2023-02-24,3147.5705160729894,3158.100692470088,3110.599827670895,3127.291748046875,977592,TCS,TCS.NS
2023-02-27,3117.6808616060457,3117.6808616060457,3049.6252911757074,3064.2021484375,1128022,TCS,TCS.NS
2023-02-28,3061.121505031087,3119.52054831469,3034.8188539926205,3046.728759765625,4116217,TCS,TCS.NS
2023-03-01,3056.063779711126,3116.7620070541693,3048.7064188210597,3113.72705078125,1669307,TCS,TCS.NS
2023-03-02,3091.010686559656,3099.1956592623837,3051.464878906557,3054.6376953125,1556538,TCS,TCS.NS
2023-03-03,3084.573228310335,3088.25190836795,3063.5128747920126,3073.675048828125,1043190,TCS,TCS.NS
2023-03-06,3091.8378752076405,3131.4297058280413,3089.170922543595,3100.98876953125,1334132,TCS,TCS.NS
2023-03-08,3093.769631883684,3123.199069523481,3063.2826636402224,3118.048828125,1844590,TCS,TCS.NS
2023-03-09,3113.0820568114486,3113.0820568114486,3063.2820304113247,3068.800048828125,1648500,TCS,TCS.NS
2023-03-10,3046.7742953000575,3069.1683469810705,3025.7139445854286,3063.42041015625,1024404,TCS,TCS.NS
2023-03-13,3065.25973960763,3099.1036364238453,3009.159876386488,3018.310546875,1901233,TCS,TCS.NS
2023-03-14,3016.517197373872,3038.9570525672148,2951.5884142286423,2956.692626953125,2670334,TCS,TCS.NS
2023-03-15,2988.927105372376,2998.4457784271503,2935.5862524149616,2941.931884765625,1780522,TCS,TCS.NS
2023-03-16,2950.300843799058,2961.1529928060677,2917.1927295918367,2929.1484375,1901060,TCS,TCS.NS
2023-03-17,2897.419956693126,2962.6244613680587,2891.4421024736353,2923.906494140625,6739966,TCS,TCS.NS
2023-03-20,2915.031506138674,2915.031506138674,2846.4242687303476,2890.79833984375,2289468,TCS,TCS.NS
2023-03-21,2890.798591207588,2903.168107097095,2848.631634298453,2856.5869140625,1815297,TCS,TCS.NS
2023-03-22,2878.613225992242,2890.9827430058135,2856.587173651309,2879.302978515625,1123939,TCS,TCS.NS
2023-03-23,2864.679216026358,2893.603009302636,2851.895896305883,2873.64599609375,1372218,TCS,TCS.NS
2023-03-24,2895.9486148857454,2915.3537406365167,2856.4948638539495,2869.830078125,1329577,TCS,TCS.NS
2023-03-27,2883.1658496977975,2899.489994460839,2856.4954160004336,2871.486083984375,1524217,TCS,TCS.NS
2023-03-28,2875.808035994818,2896.546639011127,2860.3115069743058,2865.599609375,1303530,TCS,TCS.NS
2023-03-29,2877.6475536858165,2896.960624515923,2854.747859513075,2886.752197265625,1740616,TCS,TCS.NS
2023-03-31,2933.7009389751283,2954.8993749774395,2898.7995113379675,2948.36962890625,2382581,TCS,TCS.NS
2023-04-03,2965.889568062685,2965.889568062685,2918.8025114059446,2942.94384765625,1521830,TCS,TCS.NS
2023-04-05,2929.608509647277,3002.124572143045,2929.608509647277,2979.546630859375,2655065,TCS,TCS.NS
2023-04-06,2965.935582713961,2995.686995347432,2956.7388832326774,2961.98095703125,1703464,TCS,TCS.NS
2023-04-10,2961.3371476348343,3009.159983559372,2956.738798026706,3001.250732421875,2203187,TCS,TCS.NS
2023-04-11,3001.8023913443953,3010.0333915987303,2935.7240227895977,2955.635009765625,2348779,TCS,TCS.NS
2023-04-12,2968.6486132828945,2998.997722073373,2942.0242127497345,2981.248046875,2417727,TCS,TCS.NS
2023-04-13,2952.140381716384,2970.5337797333086,2924.550284690997,2932.689453125,4174070,TCS,TCS.NS
2023-04-17,2882.3375831860076,2909.2837321918887,2823.6165690415223,2887.3037109375,5505048,TCS,TCS.NS
2023-04-18,2901.5123128481664,2903.2598202590466,2860.7250902170117,2879.25634765625,2617302,TCS,TCS.NS
2023-04-19,2879.256681962595,2887.7636289587313,2824.7662376900453,2841.412353515625,3298034,TCS,TCS.NS
2023-04-20,2841.7801970094033,2862.9326062428067,2830.744157409367,2855.391357421875,2419999,TCS,TCS.NS
2023-04-21,2860.173416034582,2910.2493976571473,2851.7124977803655,2906.938720703125,1929184,TCS,TCS.NS
2023-04-24,2897.9719345104572,2925.4239465242517,2875.02599070183,2919.76806640625,1640676,TCS,TCS.NS
2023-04-25,2927.3092712863568,2934.8505195080106,2894.66099006403,2920.87158203125,2024090,TCS,TCS.NS
2023-04-26,2925.4701814296627,2950.6690488552285,2925.4701814296627,2941.242431640625,2000029,TCS,TCS.NS
2023-04-27,2929.1485910038896,2942.207858497585,2915.9512383098318,2931.861572265625,2434446,TCS,TCS.NS
2023-04-28,2943.311350007304,2968.0045757265557,2939.4948098740424,2960.647216796875,2931312,TCS,TCS.NS
2023-05-02,2975.1320963561516,2975.1320963561516,2952.1403490891025,2960.78515625,2321159,TCS,TCS.NS
2023-05-03,2957.6579316338666,2957.6579316338666,2918.249992826561,2924.457763671875,2468285,TCS,TCS.NS
2023-05-04,2924.688295728886,2965.429719336731,2922.711095151928,2961.98095703125,1953253,TCS,TCS.NS
2023-05-05,2961.3375539099493,2983.409635057104,2952.186881840122,2971.177978515625,1710027,TCS,TCS.NS
2023-05-08,2984.32925020305,2993.3880898187367,2971.729815685768,2989.4794921875,928235,TCS,TCS.NS
2023-05-09,2991.3185536466567,3033.071479348302,2985.248642196661,3019.50634765625,1107375,TCS,TCS.NS
2023-05-10,3025.714139172187,3040.888693365604,3003.6880887487146,3022.771240234375,1559987,TCS,TCS.NS
2023-05-11,3043.1876106746317,3043.8313346801706,3009.1598253633715,3018.494384765625,1719623,TCS,TCS.NS
2023-05-12,3015.7351662028527,3025.713673448069,2998.1235791613085,3011.27490234375,1027479,TCS,TCS.NS
2023-05-15,3020.196178039157,3027.553537790775,2987.41003345753,2993.57177734375,1150390,TCS,TCS.NS
2023-05-16,2994.6290519009144,3021.115589647415,2989.3409500316684,2996.42236328125,986306,TCS,TCS.NS
2023-05-17,2994.3994756276697,3016.517583915495,2941.334561816381,2950.945068359375,1588815,TCS,TCS.NS
2023-05-18,2966.809404732763,2969.5684147449815,2938.3456630124733,2942.80615234375,1369364,TCS,TCS.NS
2023-05-19,2952.1404038272244,2974.6723165667154,2945.748742874228,2963.958251953125,1152449,TCS,TCS.NS
2023-05-22,2970.533809965233,3042.6818695151333,2958.6241295338236,3033.715087890625,1333243,TCS,TCS.NS
2023-05-23,3040.4285099791427,3060.615218187134,3025.805849243565,3032.197509765625,1687418,TCS,TCS.NS
2023-05-24,3012.8381530291294,3050.728502477714,3012.8381530291294,3037.9912109375,1016555,TCS,TCS.NS
2023-05-25,3029.3926962850596,3040.42873525149,3004.653665413494,3028.932861328125,1374917,TCS,TCS.NS
2023-05-26,3028.9330308509448,3070.4560399745756,3026.6338559375918,3061.4892578125,1791115,TCS,TCS.NS
2023-05-29,3090.8265783111865,3101.126836063768,3045.946643251246,3053.6259765625,1210372,TCS,TCS.NS
2023-05-30,3048.706255284578,3059.696267618829,3036.1528487508185,3049.809814453125,1344224,TCS,TCS.NS
2023-05-31,3043.1882047013933,3060.385989782911,3002.860583074768,3025.254638671875,5815424,TCS,TCS.NS
2023-06-01,3047.786210667212,3071.6976293387106,3032.611656510299,3056.98291015625,1177314,TCS,TCS.NS
2023-06-02,3059.0518838880043,3067.926608260491,3032.565346909803,3040.060791015625,2030661,TCS,TCS.NS
2023-06-05,3048.7051297221196,3059.741166390797,3021.1610664422938,3024.70166015625,1861468,TCS,TCS.NS
2023-06-06,3016.5171330853027,3024.6563011369967,2961.8888333525238,2972.64892578125,2022849,TCS,TCS.NS
2023-06-07,2991.685980532265,3015.4595356363516,2980.64994248542,3011.82666015625,1567196,TCS,TCS.NS
2023-06-08,2999.043762912063,3007.3207926165123,2973.293003831555,2976.4658203125,1759366,TCS,TCS.NS
2023-06-09,2984.3287517440654,2988.92710113042,2947.8639309217856,2951.49658203125,1775689,TCS,TCS.NS
2023-06-12,2956.7385495118465,2992.9734515668288,2953.059870134538,2986.075927734375,2324605,TCS,TCS.NS
2023-06-13,2998.1237201471154,3002.7220694111443,2978.810653238192,2983.133056640625,1371928,TCS,TCS.NS
2023-06-14,2983.1334023931563,2994.3075271171197,2966.7174283351833,2989.89306640625,1658544,TCS,TCS.NS
2023-06-15,3006.8016396344283,3008.793544788029,2974.0958056287536,2979.932861328125,2273810,TCS,TCS.NS
2023-06-16,2962.05090181085,2964.27443415416,2924.0640119221275,2941.574951171875,4156189,TCS,TCS.NS
2023-06-19,2955.565603365162,2978.6356017646413,2941.667959462191,2974.46630859375,1468186,TCS,TCS.NS
2023-06-20,2977.8017372658956,2994.942164191664,2965.8034836575825,2990.494873046875,1528452,TCS,TCS.NS
2023-06-21,3011.1563283053792,3021.718447715978,2987.020706957234,3018.753662109375,1645987,TCS,TCS.NS
2023-06-22,3020.421667836672,3027.5093766697696,2992.7191178657326,3000.501708984375,1529603,TCS,TCS.NS
2023-06-23,2999.390070425381,3010.600702724202,2973.3086851435883,2979.979736328125,1119505,TCS,TCS.NS
2023-06-26,2969.463223564131,2977.7090684012846,2939.8149168077966,2955.2412109375,1978803,TCS,TCS.NS
2023-06-27,2966.683667337439,2973.771375126299,2948.431473899292,2962.37548828125,863542,TCS,TCS.NS
2023-06-28,2972.242568780507,2993.5059172295346,2958.7154391788054,2979.14501953125,1575872,TCS,TCS.NS
2023-06-30,2983.3609896661364,3066.746855836929,2977.8946733632847,3059.56640625,2672406,TCS,TCS.NS
2023-07-03,3070.7310329464513,3074.9003264457365,3028.5284723972923,3031.817626953125,1687264,TCS,TCS.NS
2023-07-04,3048.216842703303,3071.3795846691332,3036.450215024391,3065.681640625,1656681,TCS,TCS.NS
2023-07-05,3076.0121910370362,3084.350778301896,3062.114545595604,3075.9658203125,1453008,TCS,TCS.NS
2023-07-06,3063.5506768174178,3083.8411486556433,3059.335012466021,3078.698974609375,1848238,TCS,TCS.NS
2023-07-07,3059.3351293811484,3110.200423093998,3059.3351293811484,3084.58251953125,1789326,TCS,TCS.NS
2023-07-10,3080.4124220157623,3080.4124220157623,3025.2387367336205,3031.49267578125,1407431,TCS,TCS.NS
2023-07-11,3052.8493652895645,3052.8493652895645,3021.1627797878978,3031.91015625,1110172,TCS,TCS.NS
2023-07-12,3039.8314402630454,3047.4287732769135,3011.2487565769347,3020.328369140625,1515240,TCS,TCS.NS
2023-07-13,3042.6575935366886,3119.974776122977,3032.2343603066984,3095.0517578125,4585146,TCS,TCS.NS
2023-07-14,3117.705327435957,3265.808002340578,3105.6607006137674,3256.357421875,6306101,TCS,TCS.NS
2023-07-17,3252.0491675187036,3289.0168154392363,3221.5207170120716,3235.093994140625,2743228,TCS,TCS.NS
2023-07-18,3220.5479038124295,3265.020371989356,3210.356296521884,3239.86572265625,2600090,TCS,TCS.NS
2023-07-19,3242.7835851217083,3258.3953622895324,3192.427698113294,3215.03466796875,2405370,TCS,TCS.NS
2023-07-20,3207.649828777992,3231.6157541053626,3191.8117167460496,3217.124755859375,1715404,TCS,TCS.NS
2023-07-21,3162.0867841140066,3190.743799344201,3120.2854288918306,3128.8779296875,3770223,TCS,TCS.NS
2023-07-24,3140.6748745909354,3170.8182482458337,3132.4075869016933,3153.447509765625,1680132,TCS,TCS.NS
2023-07-25,3156.0020424597774,3164.641033805337,3139.9316997265273,3157.53466796875,1272980,TCS,TCS.NS
2023-07-26,3158.649818156021,3177.6926576909354,3144.3908207651316,3147.456298828125,1066803,TCS,TCS.NS
2023-07-27,3153.632989545926,3169.1458889102455,3144.4367836891192,3155.4443359375,1701769,TCS,TCS.NS
2023-07-28,3144.3903763886888,3152.47192520402,3094.228757385738,3116.894287109375,2599831,TCS,TCS.NS
2023-07-31,3125.254883408398,3183.0800891327967,3122.0036670222876,3178.249755859375,2743678,TCS,TCS.NS
2023-08-01,3172.258069660684,3214.0594205054076,3172.258069660684,3206.674560546875,1956167,TCS,TCS.NS
2023-08-02,3190.7901681699773,3201.4262450108586,3170.95788424797,3196.0849609375,1914899,TCS,TCS.NS
2023-08-03,3176.9027017071066,3189.210877378925,3128.5989179384605,3158.27783203125,2026351,TCS,TCS.NS
2023-08-04,3159.485492720518,3224.277587720079,3159.485492720518,3198.77880859375,2248493,TCS,TCS.NS
2023-08-07,3208.439353054858,3240.0690865999345,3196.642128515489,3236.39990234375,1853889,TCS,TCS.NS
2023-08-08,3236.4001647193836,3241.8806958970467,3210.9013844925967,3223.90625,1634225,TCS,TCS.NS
2023-08-09,3218.6109063732065,3220.561726717622,3181.5936254249154,3216.381591796875,1794589,TCS,TCS.NS
2023-08-10,3204.770008770933,3218.61080881872,3186.2381232080143,3197.431640625,1096701,TCS,TCS.NS
2023-08-11,3193.716617565227,3220.2370745236694,3171.3295781587303,3203.656005859375,1679974,TCS,TCS.NS
2023-08-14,3196.1313591222456,3209.4149453532923,3168.5425118958265,3204.631103515625,1190425,TCS,TCS.NS
2023-08-16,3204.770413634263,3219.6331170018425,3191.022367661881,3212.5732421875,1328445,TCS,TCS.NS
2023-08-17,3209.4153834850013,3214.803159442729,3170.5865210423362,3191.53369140625,1843241,TCS,TCS.NS
2023-08-18,3167.6132225589963,3167.6132225589963,3117.9160649616633,3127.7626953125,2526749,TCS,TCS.NS
2023-08-21,3135.1013352464674,3167.3812675130794,3132.314578504026,3159.85693359375,1375579,TCS,TCS.NS
2023-08-22,3158.324458182701,3168.5425667238806,3125.8587859478707,3141.7431640625,1222012,TCS,TCS.NS
2023-08-23,3147.177068102608,3160.181932020387,3136.0300418873685,3156.698486328125,1330046,TCS,TCS.NS
2023-08-24,3165.7556764722162,3170.4467623713062,3137.9810915042904,3146.945068359375,1152881,TCS,TCS.NS
2023-08-25,3135.1011349979294,3145.133503987289,3112.110393341278,3140.953369140625,1158046,TCS,TCS.NS
