Date,Close,High,Low,Open,Volume,Company,Ticker
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,
2023-01-02,1397.7020263671875,1399.9948446519106,1379.4053812367044,1388.5307532282952,3801140,Infosys,INFY.NS
2023-01-03,1396.372314453125,1405.6352784494222,1389.5396484110163,1393.8960033950495,4551130,Infosys,INFY.NS
2023-01-04,1370.922119140625,1394.9508128847058,1367.5286804970206,1394.9508128847058,7059590,Infosys,INFY.NS
2023-01-05,1352.9462890625,1381.1021672768188,1347.489425840876,1381.1021672768188,9868404,Infosys,INFY.NS
2023-01-06,1328.4591064453125,1352.7629837810398,1326.6248515520501,1348.1773465478836,6443714,Infosys,INFY.NS
2023-01-09,1361.4296875,1365.9236340298328,1328.183820144947,1328.183820144947,11498717,Infosys,INFY.NS
2023-01-10,1347.9478759765625,1360.9252499203978,1333.5490218618731,1359.1826856249468,7158624,Infosys,INFY.NS
2023-01-11,1349.3236083984375,1370.1882555291525,1342.674435137001,1348.177199215431,6173092,Infosys,INFY.NS
2023-01-12,1357.8988037109375,1361.9341866547945,1334.4203647021723,1359.136903308,6591385,Infosys,INFY.NS
2023-01-13,1379.0386962890625,1393.4834534558884,1346.3430806920758,1360.5585559991107,11610426,Infosys,INFY.NS
2023-01-16,1399.077880859375,1401.370699412078,1377.8005694719036,1384.8624058326163,6073063,Infosys,INFY.NS
2023-01-17,1411.91748046875,1414.3936794008594,1397.702007297418,1400.4533892015468,5922644,Infosys,INFY.NS
2023-01-18,1417.3287353515625,1423.24416242099,1412.0093515411083,1416.7325801385587,5843098,Infosys,INFY.NS
2023-01-19,1411.3673095703125,1421.1347382958118,1399.6739357893398,1412.284436925683,6165284,Infosys,INFY.NS
2023-01-20,1399.1239013671875,1416.961986447319,1397.7023089616273,1410.5420939520884,6496429,Infosys,INFY.NS
2023-01-23,1419.7132568359375,1424.574076980102,1401.4623986498889,1407.7906002862817,4855020,Infosys,INFY.NS
2023-01-24,1423.2900390625,1438.7895145635266,1421.3181927553053,1430.7187486357645,5200802,Infosys,INFY.NS
2023-01-25,1415.1275634765625,1427.0502195525155,1411.2297720671163,1418.7960730383943,4158617,Infosys,INFY.NS
2023-01-27,1393.2540283203125,1422.4186107141427,1382.47778201832,1417.8788751387417,6209955,Infosys,INFY.NS
2023-01-30,1411.2757568359375,1416.0447747672706,1394.0337160921317,1402.104482387963,6964719,Infosys,INFY.NS
2023-01-31,1406.64404296875,1420.5385444147953,1387.6136508633863,1420.5385444147953,9448126,Infosys,INFY.NS
2023-02-01,1422.55615234375,1426.1788724013397,1401.4164349583425,1414.3936968698845,6194199,Infosys,INFY.NS
2023-02-02,1452.500732421875,1455.4354957499652,1423.3819332083663,1423.3819332083663,6916834,Infosys,INFY.NS
2023-02-03,1466.853515625,1471.668434244157,1442.6413310350065,1465.1109512577386,7040194,Infosys,INFY.NS
