Date,Close,High,Low,Open,Volume,Company,Ticker
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,
2023-01-02,783.6778564453125,788.994783343364,778.7940509867589,782.8598948008254,4381378,HDFC Bank,HDFCBANK.NS
2023-01-03,788.8023681640625,790.5586422632767,780.5503292014555,780.5503292014555,8378030,HDFC Bank,HDFCBANK.NS
2023-01-04,774.7041625976562,791.8818278494382,773.2365774595456,786.709274515468,10351600,HDFC Bank,HDFCBANK.NS
2023-01-05,769.72412109375,778.5535973840347,764.7681278994141,777.0860120710504,10941436,HDFC Bank,HDFCBANK.NS
2023-01-06,767.1738891601562,774.2470317456477,759.3789361975485,770.8307523930382,9092462,HDFC Bank,HDFCBANK.NS
2023-01-09,768.6654663085938,775.4258965646997,765.0567082508069,767.9437146970364,10729340,HDFC Bank,HDFCBANK.NS
2023-01-10,754.6154174804688,769.8684118966518,753.0275403864125,769.8684118966518,16371766,HDFC Bank,HDFCBANK.NS
2023-01-11,765.48974609375,768.9060251968651,750.6216516314828,754.4469115539331,15195798,HDFC Bank,HDFCBANK.NS
2023-01-12,769.5797119140625,771.7449667913606,762.2419037187744,763.998177755398,9250070,HDFC Bank,HDFCBANK.NS
2023-01-13,770.1812133789062,774.6320153125537,763.1320937043018,769.2669828560861,9244546,HDFC Bank,HDFCBANK.NS
2023-01-16,762.7952880859375,780.1173277789237,760.3894492396894,777.0859473381312,14748094,HDFC Bank,HDFCBANK.NS
2023-01-17,774.1507568359375,775.1611973011755,759.0420786732492,764.960465126677,10786354,HDFC Bank,HDFCBANK.NS
2023-01-18,787.8159790039062,789.884965083016,769.724024650822,772.274237215273,19090642,HDFC Bank,HDFCBANK.NS
2023-01-19,791.087890625,793.9267921137573,785.7469403162216,787.6716113274065,11172162,HDFC Bank,HDFCBANK.NS
2023-01-20,799.195556640625,803.068980550622,790.7510978089086,791.0878917418223,18843404,HDFC Bank,HDFCBANK.NS
2023-01-23,805.0418090820312,809.6129030380878,799.4121694938297,801.7458215030824,15444400,HDFC Bank,HDFCBANK.NS
2023-01-24,815.8199462890625,819.1400156177996,805.9560070977172,805.9800889805086,24983940,HDFC Bank,HDFCBANK.NS
2023-01-25,793.2772216796875,814.5929177332151,791.6653214666925,813.8471429635326,14704142,HDFC Bank,HDFCBANK.NS
2023-01-27,777.4708251953125,787.6715573611841,765.0325926486802,785.2657187620357,35179948,HDFC Bank,HDFCBANK.NS
2023-01-30,776.6768798828125,782.0419116590099,761.2073260790175,767.462506381816,18512822,HDFC Bank,HDFCBANK.NS
2023-01-31,771.552490234375,780.7908875770869,767.4625643428925,779.3473843212695,18596244,HDFC Bank,HDFCBANK.NS
2023-02-01,783.1246337890625,801.1443434244188,772.7554447685386,781.4164646974513,17302790,HDFC Bank,HDFCBANK.NS
2023-02-02,771.4802856445312,781.6569951120864,764.4552483744704,773.7658324138648,17497106,HDFC Bank,HDFCBANK.NS
